estacion_id,fecha,lluvia_total,temp_media
CMEZA,2004-07-01,95.0,14.480645161290322
CMEZA,2004-08-01,20.0,15.606451612903227
CMEZA,2004-09-01,83.9,19.176666666666666
CMEZA,2004-10-01,186.1,20.625806451612902
CMEZA,2004-11-01,197.0,21.654999999999998
CMEZA,2004-12-01,92.7,23.97741935483871
CMEZA,2005-01-01,101.6,25.55322580645161
CMEZA,2005-02-01,7.4,25.630357142857143
CMEZA,2005-03-01,54.0,24.780645161290323
CMEZA,2005-04-01,269.1,20.603333333333335
CMEZA,2005-05-01,187.79999999999998,19.151612903225807
CMEZA,2005-06-01,228.8,18.793333333333333
CMEZA,2005-07-01,16.9,14.819354838709677
CMEZA,2005-08-01,25.7,17.73225806451613
CMEZA,2005-09-01,123.3,15.379999999999999
CMEZA,2005-10-01,139.5,20.861290322580647
CMEZA,2005-11-01,116.5,23.873333333333335
CMEZA,2005-12-01,87.89999999999999,24.47741935483871
CMEZA,2006-01-01,143.70000000000002,25.932258064516127
CMEZA,2006-02-01,54.5,24.79642857142857
CMEZA,2006-03-01,147.7,24.032258064516128
CMEZA,2006-04-01,94.2,20.396666666666665
CMEZA,2006-05-01,51.6,15.46774193548387
CMEZA,2006-06-01,77.6,18.2
CMEZA,2006-07-01,27.7,19.26774193548387
CMEZA,2006-08-01,138.8,17.011290322580646
CMEZA,2006-09-01,126.0,18.334999999999997
CMEZA,2006-10-01,220.0,23.46451612903226
CMEZA,2006-11-01,194.0,23.198333333333334
CMEZA,2006-12-01,279.0,26.57903225806452
CMEZA,2007-01-01,265.7,26.246774193548386
CMEZA,2007-02-01,138.6,25.414285714285715
CMEZA,2007-03-01,101.7,25.69516129032258
CMEZA,2007-04-01,200.3,22.746666666666666
CMEZA,2007-05-01,243.0,15.26774193548387
CMEZA,2007-06-01,12.2,16.403333333333332
CMEZA,2007-07-01,139.0,12.929032258064517
CMEZA,2007-08-01,55.9,15.432258064516128
CMEZA,2007-09-01,48.0,21.426666666666666
CMEZA,2007-10-01,345.0,22.53870967741935
CMEZA,2007-11-01,357.9,21.64333333333333
CMEZA,2007-12-01,370.0,25.25483870967742
CMEZA,2008-01-01,112.0,25.18064516129032
CMEZA,2008-02-01,56.0,24.75862068965517
CMEZA,2008-03-01,46.5,24.13225806451613
CMEZA,2008-04-01,339.6,20.31
CMEZA,2008-05-01,52.0,16.406451612903226
CMEZA,2008-06-01,109.6,14.116666666666667
CMEZA,2008-07-01,27.6,18.570967741935487
CMEZA,2008-08-01,88.4,17.51290322580645
CMEZA,2008-09-01,98.0,16.923333333333332
CMEZA,2008-10-01,370.7,21.070967741935487
CMEZA,2008-11-01,166.6,23.66
CMEZA,2008-12-01,37.9,25.541935483870965
CMEZA,2009-01-01,260.3,24.041935483870965
CMEZA,2009-02-01,126.69999999999999,24.889285714285712
CMEZA,2009-03-01,37.8,25.048387096774192
CMEZA,2009-04-01,62.6,22.57
CMEZA,2009-05-01,165.7,18.33225806451613
CMEZA,2009-06-01,113.9,13.183333333333334
CMEZA,2009-07-01,220.9,12.429032258064517
CMEZA,2009-08-01,135.3,17.306451612903224
CMEZA,2009-09-01,215.0,17.426666666666666
CMEZA,2009-10-01,146.3,21.467741935483872
CMEZA,2009-11-01,394.6,24.833333333333332
CMEZA,2009-12-01,169.9,25.0
CMEZA,2010-01-01,130.6,25.47741935483871
CMEZA,2010-02-01,126.6,25.982142857142858
CMEZA,2010-03-01,255.4,24.429032258064513
CMEZA,2010-04-01,208.5,20.513333333333332
CMEZA,2010-05-01,244.3,16.14516129032258
CMEZA,2010-06-01,77.5,16.473333333333333
CMEZA,2010-07-01,196.3,14.725806451612904
CMEZA,2010-08-01,11.799999999999999,16.074193548387097
CMEZA,2010-09-01,259.70000000000005,18.436666666666667
CMEZA,2010-10-01,163.89999999999998,19.53548387096774
CMEZA,2010-11-01,93.1,21.87
CMEZA,2010-12-01,475.90000000000003,23.706451612903226
CMEZA,2011-01-01,63.4,26.438709677419357
CMEZA,2011-02-01,141.4,25.282142857142855
CMEZA,2011-03-01,66.4,25.283870967741933
CMEZA,2011-04-01,142.8,22.363333333333333
CMEZA,2011-05-01,32.0,18.551612903225806
CMEZA,2011-06-01,194.39999999999998,15.563333333333333
CMEZA,2011-07-01,284.6,15.609677419354838
CMEZA,2011-08-01,62.5,17.480645161290322
CMEZA,2011-09-01,68.0,20.16
CMEZA,2011-10-01,271.8,22.703225806451613
CMEZA,2011-11-01,63.300000000000004,24.040000000000003
CMEZA,2011-12-01,70.7,26.083870967741937
CMEZA,2012-01-01,121.39999999999999,25.948387096774194
CMEZA,2012-02-01,106.4,27.0
CMEZA,2012-03-01,67.3,23.82903225806452
CMEZA,2012-04-01,199.1,20.206666666666667
CMEZA,2012-05-01,52.5,18.406451612903226
CMEZA,2012-06-01,129.4,15.846666666666666
CMEZA,2012-07-01,116.5,14.14516129032258
CMEZA,2012-08-01,15.6,19.203225806451613
CMEZA,2012-09-01,69.2,20.563333333333333
CMEZA,2012-10-01,233.5,22.46451612903226
CMEZA,2012-11-01,61.4,24.1
CMEZA,2012-12-01,311.9,24.67096774193548
CMEZA,2013-01-01,110.6,24.18064516129032
CMEZA,2013-02-01,125.2,23.946428571428573
CMEZA,2013-03-01,337.8,21.580645161290324
CMEZA,2013-04-01,218.9,20.35
CMEZA,2013-05-01,112.9,17.216129032258067
CMEZA,2013-06-01,120.7,16.023333333333333
CMEZA,2013-07-01,17.8,14.94516129032258
CMEZA,2013-08-01,145.0,13.577419354838709
