estacion_id,fecha,lluvia_total,temp_media,pet,spei_3,spei_6,spei_12
CAAZ,2000-01-01,144.0000,27.2742,138.7870,,,
CAAZ,2000-02-01,97.6000,26.2655,105.0752,,,
CAAZ,2000-03-01,202.8000,25.2484,127.5153,-0.1725,,
CAAZ,2000-04-01,163.6000,22.5800,100.8036,0.1620,,
CAAZ,2000-05-01,185.8000,17.2161,55.7236,0.8838,,
CAAZ,2000-06-01,203.0000,18.2633,63.2521,1.1921,0.7756,
CAAZ,2000-07-01,41.6000,12.9935,27.5588,0.9605,0.8104,
CAAZ,2000-08-01,97.4000,18.6355,65.4128,0.4633,0.9641,
CAAZ,2000-09-01,176.4000,20.0033,69.2932,0.2872,1.0860,
CAAZ,2000-10-01,304.6000,23.6290,103.4282,1.2276,1.5967,
CAAZ,2000-11-01,111.0000,23.3233,89.9640,1.1767,1.1968,
CAAZ,2000-12-01,109.8000,25.7387,117.0466,0.6160,0.6260,0.9422
CAAZ,2001-01-01,149.8000,26.8645,133.5108,-0.4376,0.6351,0.9756
CAAZ,2001-02-01,169.4000,27.0107,108.9870,-0.1940,0.7484,1.1811
CAAZ,2001-03-01,129.6000,26.5419,144.9207,-0.2429,0.2484,0.9070
CAAZ,2001-04-01,142.6000,23.9167,116.7987,-0.1853,-0.5287,0.7953
CAAZ,2001-05-01,35.0000,17.1903,55.5099,-0.6992,-0.7252,0.3421
CAAZ,2001-06-01,117.7000,17.1933,54.1913,-0.1979,-0.3936,0.1135
CAAZ,2001-07-01,36.9000,18.5968,69.0259,-0.5610,-0.6189,-0.0246
CAAZ,2001-08-01,79.6000,21.6677,96.2344,-0.5359,-0.9924,-0.1699
CAAZ,2001-09-01,126.0000,20.1733,70.8113,-0.5901,-0.6499,-0.3248
CAAZ,2001-10-01,39.6000,23.2839,99.6031,-0.7765,-1.0689,-1.0999
CAAZ,2001-11-01,162.2000,25.2767,110.5395,-0.3323,-0.7148,-1.0093
CAAZ,2001-12-01,108.8000,25.2645,111.6035,-0.7067,-1.0395,-0.9962
CAAZ,2002-01-01,96.4000,25.7613,119.9166,-0.4677,-0.9965,-1.1139
CAAZ,2002-02-01,47.0000,25.3893,93.0089,-1.1378,-1.1442,-1.4278
CAAZ,2002-03-01,122.8000,27.0226,151.7366,-1.3356,-1.5856,-1.4679
CAAZ,2002-04-01,204.0000,23.8100,115.4693,-0.5434,-0.8242,-1.2831
CAAZ,2002-05-01,250.4000,21.0871,93.6706,0.6230,-0.3306,-0.7588
CAAZ,2002-06-01,134.4000,17.0900,53.3611,1.1626,0.0412,-0.7068
CAAZ,2002-07-01,121.4000,15.8194,45.6157,1.1026,0.4596,-0.3860
CAAZ,2002-08-01,157.6000,20.1645,80.0507,0.7153,0.9516,-0.1050
CAAZ,2002-09-01,192.8000,20.0333,69.5596,0.9250,1.5201,0.0985
CAAZ,2002-10-01,234.8000,23.6710,103.8989,1.1878,1.6720,0.6719
CAAZ,2002-11-01,245.4000,24.3067,99.9993,1.4957,1.6316,0.9548
CAAZ,2002-12-01,106.6000,26.0387,120.5721,0.8551,1.2858,0.9210
CAAZ,2003-01-01,188.6000,26.6387,130.6558,0.4824,1.2192,1.1675
CAAZ,2003-02-01,145.0000,25.9929,98.7767,-0.0704,1.1011,1.4473
CAAZ,2003-03-01,69.8000,25.7581,134.2115,-0.3766,0.3561,1.3396
CAAZ,2003-04-01,131.8000,22.4167,98.9468,-0.5364,-0.0625,1.1707
CAAZ,2003-05-01,11.6000,19.1613,73.2980,-1.2954,-1.0312,0.5114
CAAZ,2003-06-01,119.0000,20.5900,85.9875,-0.6049,-0.7999,0.3671
CAAZ,2003-07-01,27.4000,17.1258,55.8943,-1.0271,-1.2314,0.0544
CAAZ,2003-08-01,64.8000,16.5290,48.1126,-0.4942,-1.3851,-0.1275
CAAZ,2003-09-01,65.4000,20.9433,77.9404,-0.7963,-1.1173,-0.5322
CAAZ,2003-10-01,126.2000,23.5516,102.5626,-0.4522,-1.1642,-0.8506
CAAZ,2003-11-01,168.2000,23.3367,90.0957,-0.0762,-0.4848,-1.0498
CAAZ,2003-12-01,256.8000,24.3742,101.8070,0.8274,0.0609,-0.5488
CAAZ,2004-01-01,26.4000,26.6032,130.2106,0.1546,-0.2714,-1.0285
CAAZ,2004-02-01,106.6000,24.9517,92.1362,-0.2170,-0.2814,-1.1224
CAAZ,2004-03-01,66.6000,24.7968,121.7556,-1.7084,-0.4764,-1.0950
CAAZ,2004-04-01,161.4000,23.6967,114.0670,-0.5887,-0.3674,-1.0522
CAAZ,2004-05-01,100.6000,15.7419,44.3077,-0.3223,-0.4676,-0.7027
CAAZ,2004-06-01,133.2000,18.0000,60.9428,0.4105,-0.8609,-0.5861
CAAZ,2004-07-01,173.0000,16.7871,53.1069,0.7861,0.1582,-0.1440
CAAZ,2004-08-01,20.6000,18.0613,60.3748,0.2830,-0.0765,-0.3125
CAAZ,2004-09-01,87.9000,20.2300,71.3217,-0.0323,0.2325,-0.2257
CAAZ,2004-10-01,217.0000,21.8968,85.1063,0.0374,0.5819,0.0979
CAAZ,2004-11-01,379.2000,22.6700,83.6507,1.6893,1.4967,0.7513
CAAZ,2004-12-01,119.0000,25.0742,109.4631,1.6591,1.2663,0.3137
CAAZ,2005-01-01,76.0000,26.2194,125.4531,0.8219,0.6109,0.4770
CAAZ,2005-02-01,16.0000,25.8714,97.5993,-1.5181,0.4406,0.1886
CAAZ,2005-03-01,52.8000,25.5258,131.1341,-2.3008,0.0401,0.1192
CAAZ,2005-04-01,114.0000,22.1733,96.2195,-1.6885,-0.4706,0.0307
CAAZ,2005-05-01,200.8000,20.6548,88.8318,-0.3041,-1.3748,0.1974
CAAZ,2005-06-01,100.0000,20.2400,82.2939,0.2559,-1.3320,0.0341
CAAZ,2005-07-01,3.4000,15.9129,46.3097,-0.0906,-1.2979,-0.4517
CAAZ,2005-08-01,22.8000,19.4806,73.2811,-1.1627,-1.1381,-0.4836
CAAZ,2005-09-01,82.6000,16.7600,44.0497,-1.0103,-0.5678,-0.4182
CAAZ,2005-10-01,240.6000,21.4419,80.6523,0.2590,0.0712,-0.3346
CAAZ,2005-11-01,90.6000,24.1600,98.4614,0.4891,-0.4638,-1.2344
CAAZ,2005-12-01,90.2000,25.1000,109.7519,0.1729,-0.6382,-1.3202
CAAZ,2006-01-01,78.0000,26.8258,133.0187,-1.2132,-0.6958,-1.3366
CAAZ,2006-02-01,82.8000,25.8679,97.5648,-1.2655,-0.5272,-1.1394
CAAZ,2006-03-01,232.7000,24.8806,122.8130,-0.3744,-0.2015,-0.5817
CAAZ,2006-04-01,98.8000,22.0833,95.2225,-0.0206,-0.9351,-0.6239
CAAZ,2006-05-01,53.4000,16.4484,49.5796,0.0866,-0.8777,-0.9446
CAAZ,2006-06-01,96.8000,19.1667,71.5760,-0.4215,-0.6618,-0.9223
CAAZ,2006-07-01,19.2000,20.3161,86.5681,-0.8931,-0.7207,-0.9947
CAAZ,2006-08-01,133.0000,18.8806,67.6392,-0.4813,-0.3465,-0.6513
CAAZ,2006-09-01,191.8000,19.4333,64.3485,0.1329,-0.2669,-0.3870
CAAZ,2006-10-01,238.8000,24.0194,107.8600,1.1507,0.2866,-0.4733
CAAZ,2006-11-01,213.0000,23.8933,95.7022,1.3893,0.7490,-0.1001
CAAZ,2006-12-01,127.2000,26.9419,131.5745,0.7631,0.6309,-0.0548
CAAZ,2007-01-01,188.8000,26.3903,127.5586,0.4013,1.1321,0.2934
CAAZ,2007-02-01,102.0000,26.5607,104.3975,-0.2852,0.8718,0.3305
CAAZ,2007-03-01,180.6000,25.7548,134.1684,0.0176,0.5494,0.1402
CAAZ,2007-04-01,189.0000,23.5833,112.6752,0.1041,0.3246,0.3584
CAAZ,2007-05-01,238.0000,16.2290,47.9039,1.0993,0.6229,0.9195
CAAZ,2007-06-01,12.1000,17.2400,54.5687,0.6622,0.4682,0.7152
CAAZ,2007-07-01,98.0000,14.0323,33.5577,0.6011,0.4813,1.1134
CAAZ,2007-08-01,16.4000,15.7742,42.6847,-0.6610,0.3829,0.8363
CAAZ,2007-09-01,60.0000,22.4333,92.9393,-0.5980,0.0469,0.3535
CAAZ,2007-10-01,162.9000,23.8194,105.5750,-0.6450,-0.0357,0.1327
CAAZ,2007-11-01,229.6000,22.6067,83.0536,0.3839,-0.2285,0.2204
CAAZ,2007-12-01,150.9000,26.5452,126.6692,0.6834,0.0649,0.3062
CAAZ,2008-01-01,84.9000,26.3290,126.8014,0.1523,-0.4083,-0.0028
CAAZ,2008-02-01,277.8000,25.3931,96.3677,0.3452,0.4906,0.5486
CAAZ,2008-03-01,49.0000,24.8548,122.4871,-0.2146,0.3231,0.1885
CAAZ,2008-04-01,99.0000,20.8467,82.1573,0.1292,0.1522,0.0104
CAAZ,2008-05-01,50.1000,17.7355,60.1303,-1.0961,-0.5469,-0.5863
CAAZ,2008-06-01,69.1000,15.0033,38.2293,-0.3896,-0.5159,-0.3681
CAAZ,2008-07-01,40.3000,20.2677,86.0411,-0.8001,-0.5338,-0.6957
CAAZ,2008-08-01,74.0000,18.4484,63.7442,-0.6630,-1.3811,-0.5872
CAAZ,2008-09-01,102.8000,17.8933,52.0854,-0.5328,-0.7565,-0.3382
CAAZ,2008-10-01,160.8000,22.8387,94.7990,0.1416,-0.5236,-0.3124
CAAZ,2008-11-01,81.7000,24.9233,106.6255,-0.0610,-0.5934,-0.8221
CAAZ,2008-12-01,20.6000,26.9452,131.6148,-1.1201,-1.2944,-1.2221
CAAZ,2009-01-01,320.6000,25.1226,112.4495,-0.1774,-0.0839,-0.4811
CAAZ,2009-02-01,255.1000,25.5714,94.7272,0.8312,0.5501,-0.5438
CAAZ,2009-03-01,22.5000,25.4258,129.8226,0.8495,-0.1188,-0.6443
CAAZ,2009-04-01,34.4000,22.7733,103.0286,-0.7366,-0.7386,-0.8978
CAAZ,2009-05-01,239.7000,19.5806,77.4765,-0.7241,0.1099,-0.3862
CAAZ,2009-06-01,92.6000,14.3167,33.9074,0.2825,0.8065,-0.3033
CAAZ,2009-07-01,171.9000,13.4968,30.3753,1.3293,0.5402,0.2567
CAAZ,2009-08-01,100.4000,18.5645,64.7768,0.7227,0.0164,0.3328
CAAZ,2009-09-01,168.9000,18.6367,57.8075,0.9817,0.9122,0.5142
CAAZ,2009-10-01,248.6000,22.4677,90.9056,1.0592,1.7484,0.7904
CAAZ,2009-11-01,244.3000,26.4767,124.4808,1.4472,1.5978,1.2281
CAAZ,2009-12-01,263.1000,25.8419,118.2525,1.5958,1.9012,2.0071
CAAZ,2010-01-01,96.0000,26.6355,130.6153,0.6933,1.2692,1.2679
CAAZ,2010-02-01,237.6000,27.2750,111.7388,0.7240,1.5987,1.1632
CAAZ,2010-03-01,343.0000,25.0903,125.4810,1.0800,1.9720,2.1527
CAAZ,2010-04-01,59.3000,21.6067,90.0473,1.0983,1.2998,2.2688
CAAZ,2010-05-01,184.1000,16.8871,53.0369,1.1229,1.3414,2.1733
CAAZ,2010-06-01,52.4000,17.5033,56.7288,-0.0364,0.7721,1.9804
CAAZ,2010-07-01,151.2000,15.6000,44.0134,0.7130,1.3141,1.8755
CAAZ,2010-08-01,19.0000,17.1968,53.2482,-0.1991,0.6995,1.6624
CAAZ,2010-09-01,143.7000,19.3967,64.0380,0.2842,0.1305,1.5667
CAAZ,2010-10-01,169.2000,20.1258,68.5749,0.2481,0.6736,1.3933
CAAZ,2010-11-01,71.5000,22.2333,79.5863,0.3908,0.0971,1.0056
CAAZ,2010-12-01,367.9000,25.0871,109.6075,1.2763,1.1530,1.3494
CAAZ,2011-01-01,37.7000,27.4968,141.7060,0.2490,0.3151,1.1390
CAAZ,2011-02-01,192.6000,26.4643,103.4296,0.7611,0.8151,1.0279
CAAZ,2011-03-01,226.6000,26.3516,142.2744,-0.1938,0.8334,0.6259
CAAZ,2011-04-01,199.5000,23.2400,108.5220,0.8657,0.7955,0.9932
CAAZ,2011-05-01,61.0000,19.7968,79.6854,0.3063,0.7536,0.5416
CAAZ,2011-06-01,91.9000,17.4433,56.2321,0.0331,-0.1801,0.6620
CAAZ,2011-07-01,166.8000,17.3097,57.4440,0.1380,0.7169,0.6685
CAAZ,2011-08-01,40.1000,19.2387,70.9730,0.0687,0.2248,0.6787
CAAZ,2011-09-01,57.4000,21.5333,83.6875,-0.2992,-0.2575,0.3600
CAAZ,2011-10-01,249.7000,23.8419,105.8315,-0.0909,-0.0231,0.4899
CAAZ,2011-11-01,162.3000,25.2533,110.2784,0.3768,0.2795,0.6709
CAAZ,2011-12-01,86.0000,25.5645,115.0287,0.3620,0.0031,-0.1908
CAAZ,2012-01-01,51.8000,26.9032,134.0040,-1.0418,-0.8799,-0.1257
CAAZ,2012-02-01,43.7000,27.8517,122.0999,-2.1106,-1.1166,-0.6248
CAAZ,2012-03-01,45.6000,24.5742,118.9764,-2.5520,-1.3592,-1.0921
CAAZ,2012-04-01,303.1000,21.2467,86.2550,-0.2205,-0.9867,-0.7193
CAAZ,2012-05-01,36.6000,19.6452,78.1319,-0.0017,-1.4679,-0.7871
CAAZ,2012-06-01,67.8000,17.2667,54.7851,0.4768,-1.2475,-0.8543
CAAZ,2012-07-01,93.2000,15.0613,40.2253,-0.4734,-0.5823,-1.0212
CAAZ,2012-08-01,83.8000,20.8677,87.3958,-0.2368,-0.2387,-0.9405
CAAZ,2012-09-01,33.8000,21.7900,86.2659,-0.6529,-0.1454,-1.0179
CAAZ,2012-10-01,291.6000,24.2839,110.9281,0.1282,-0.3076,-0.9090
CAAZ,2012-11-01,187.4000,24.8300,105.6060,0.5904,0.2317,-0.8208
CAAZ,2012-12-01,169.6000,27.1839,134.6214,1.0260,0.3239,-0.6308
CAAZ,2013-01-01,74.5000,26.2226,125.4926,-0.2162,-0.1226,-0.5381
CAAZ,2013-02-01,54.7000,25.5000,94.0511,-1.0140,-0.2824,-0.4219
CAAZ,2013-03-01,159.9000,22.8516,98.7720,-0.8298,0.2141,-0.0206
CAAZ,2013-04-01,295.6000,21.2067,85.8397,0.7009,0.3363,-0.0418
CAAZ,2013-05-01,387.8000,18.3097,65.2424,2.2990,1.2827,1.0532
CAAZ,2013-06-01,200.9000,16.9767,52.4596,2.6304,1.6943,1.4639
CAAZ,2013-07-01,27.4000,16.9355,54.3173,1.6896,1.7793,1.2214
CAAZ,2013-08-01,121.2000,15.2323,39.0294,0.5576,2.1959,1.4818
CAAZ,2013-09-01,173.4000,18.8867,59.8142,0.3727,2.3701,1.9880
CAAZ,2013-10-01,69.8000,22.4387,90.6050,0.4056,1.5784,1.3741
CAAZ,2013-11-01,128.6000,24.5233,102.2980,0.0968,0.4417,1.2058
CAAZ,2013-12-01,38.9000,26.7742,129.4868,-1.2332,-0.6096,0.8260
CAAZ,2014-01-01,95.8000,27.1419,137.0700,-1.3909,-0.6776,0.8554
CAAZ,2014-02-01,31.4000,27.7786,117.0983,-2.3823,-1.5255,0.7156
CAAZ,2014-03-01,141.5000,23.8387,110.0694,-1.3130,-1.9820,0.6261
CAAZ,2014-04-01,371.7000,21.8567,92.7396,0.6660,-0.4444,0.8347
CAAZ,2014-05-01,184.6000,18.4742,66.7542,1.6213,-0.0334,0.2189
CAAZ,2014-06-01,208.9000,16.8867,51.7503,2.1434,0.9814,0.2450
CAAZ,2014-07-01,207.5000,17.1710,56.2725,1.6126,1.6921,0.7808
CAAZ,2014-08-01,37.0000,19.2613,71.1865,0.9134,1.8729,0.4305
CAAZ,2014-09-01,114.2000,21.8933,87.3174,0.2364,1.8570,0.1703
CAAZ,2014-10-01,75.6000,25.2194,122.2027,-1.0036,0.6430,0.0931
CAAZ,2014-11-01,329.2000,24.0067,96.8690,0.6039,1.0900,0.7120
CAAZ,2014-12-01,114.4000,25.4645,113.8800,0.4658,0.4721,0.9870
CAAZ,2015-01-01,224.1000,26.6677,131.0208,1.1609,0.2301,1.3942
CAAZ,2015-02-01,60.4000,26.3464,102.2541,-0.3020,0.1977,1.5274
CAAZ,2015-03-01,108.0000,25.1097,125.7290,-0.4159,0.0061,1.3780
CAAZ,2015-04-01,168.6000,22.0000,94.3050,-0.5361,0.5149,0.7587
CAAZ,2015-05-01,431.8000,19.4774,76.4348,1.5503,1.0016,1.4778
CAAZ,2015-06-01,103.8000,19.0300,70.2763,1.7709,1.1274,1.1028
CAAZ,2015-07-01,134.8000,16.7839,53.0808,1.8022,1.0843,0.8926
CAAZ,2015-08-01,43.0000,22.1516,101.8341,-0.2733,1.0195,0.8182
CAAZ,2015-09-01,29.3000,21.0967,79.4101,-0.8161,0.8944,0.5862
CAAZ,2015-10-01,204.4000,22.8452,94.8676,-0.6285,1.0304,1.0574
CAAZ,2015-11-01,212.2000,23.7067,93.7992,0.4209,0.0688,0.7133
CAAZ,2015-12-01,391.2000,25.4742,113.9908,1.9458,1.0561,1.5512
CAAZ,2016-01-01,209.5000,27.3065,139.2077,1.7824,1.0124,1.4819
CAAZ,2016-02-01,187.0000,27.0448,113.2449,1.5910,1.5064,1.8340
CAAZ,2016-03-01,116.2000,23.3839,104.7711,0.3000,1.7264,1.9230
CAAZ,2016-04-01,128.3000,23.8233,115.6350,-0.0255,1.3776,1.7350
CAAZ,2016-05-01,132.6000,16.3065,48.4913,0.0345,1.2506,0.9118
CAAZ,2016-06-01,10.8000,13.7167,30.3864,-0.1475,0.0620,0.7515
CAAZ,2016-07-01,42.7000,17.0032,54.8755,-0.2983,-0.3025,0.4688
CAAZ,2016-08-01,145.8000,18.2710,62.1860,-0.3014,-0.2580,0.8980
CAAZ,2016-09-01,35.5000,18.0867,53.5388,-0.2918,-0.3918,0.9950
CAAZ,2016-10-01,222.1000,21.9000,85.1384,0.5515,0.1574,1.0779
CAAZ,2016-11-01,236.6000,22.7833,84.7259,0.8968,0.4412,1.1793
CAAZ,2016-12-01,126.9000,25.4903,114.1758,1.0457,0.5730,0.3815
CAAZ,2017-01-01,113.6000,27.1968,137.7803,0.2169,0.5243,0.0982
CAAZ,2017-02-01,114.6000,26.0286,99.1246,-0.6059,0.2419,-0.0762
CAAZ,2017-03-01,163.5000,24.8871,122.8946,-0.4260,0.4855,0.0111
CAAZ,2017-04-01,272.9000,20.8067,81.7542,0.7800,0.7042,0.5465
CAAZ,2017-05-01,249.2000,19.5226,76.8895,1.5157,0.7852,0.8123
CAAZ,2017-06-01,86.8000,17.4700,56.4525,1.4703,0.8544,0.9631
CAAZ,2017-07-01,10.6000,18.1065,64.4607,0.2633,0.7376,0.8372
CAAZ,2017-08-01,105.0000,20.1419,79.8213,-0.6214,0.7759,0.6610
CAAZ,2017-09-01,48.4000,22.4767,93.3998,-1.1478,0.4308,0.5798
CAAZ,2017-10-01,427.3000,22.3710,89.9062,1.1216,1.0119,1.1851
CAAZ,2017-11-01,200.4000,22.8867,85.7134,1.5290,0.7879,1.0725
CAAZ,2017-12-01,219.1000,26.4968,126.0787,2.1080,1.0313,1.3158
CAAZ,2018-01-01,196.4000,25.5968,117.9653,0.9715,1.5232,1.6277
CAAZ,2018-02-01,110.0000,25.3500,92.6408,0.4794,1.4949,1.6334
CAAZ,2018-03-01,132.6000,24.6871,120.3813,0.0334,1.6999,1.5470
CAAZ,2018-04-01,0.0000,24.4667,123.8010,-1.3029,-0.1159,0.5939
CAAZ,2018-05-01,168.4000,20.6161,88.4061,-0.8462,-0.2707,0.3165
CAAZ,2018-06-01,24.5000,15.1100,38.9292,-1.0347,-0.7716,0.1822
CAAZ,2018-07-01,26.9000,16.5452,51.1689,-0.3669,-1.2852,0.2709
CAAZ,2018-08-01,57.4000,15.9871,44.1757,-0.8040,-1.3066,0.2350
CAAZ,2018-09-01,201.2000,20.8967,77.4965,0.0601,-0.7493,0.7423
CAAZ,2018-10-01,233.0000,22.0839,86.9810,0.9561,0.4477,0.1671
CAAZ,2018-11-01,223.6000,24.7833,105.0984,1.4455,0.6045,0.1785
CAAZ,2018-12-01,70.9000,26.1419,121.8000,0.6091,0.4561,-0.2518
CAAZ,2019-01-01,76.5000,27.8258,146.0890,-0.6456,0.2678,-0.6922
CAAZ,2019-02-01,58.2000,26.3250,102.0413,-1.8801,0.0241,-0.8737
CAAZ,2019-03-01,151.6000,23.7065,108.5123,-1.1231,-0.3339,-0.7822
CAAZ,2019-04-01,149.6000,22.3900,98.6456,-0.3116,-0.7792,-0.2625
CAAZ,2019-05-01,309.0000,20.0613,82.4405,1.1359,-0.2750,0.1756
CAAZ,2019-06-01,27.8000,19.8800,78.5974,0.6763,-0.2746,0.0667
CAAZ,2019-07-01,67.1000,15.8903,46.1416,0.5211,0.1234,0.2022
CAAZ,2019-08-01,38.6000,17.7903,58.0823,-0.9708,0.2270,0.1042
CAAZ,2019-09-01,13.1000,21.2867,81.2545,-1.0962,-0.2580,-0.4685
CAAZ,2019-10-01,43.6000,23.9290,106.8244,-1.7627,-0.7906,-1.0890
CAAZ,2019-11-01,66.4000,26.8367,128.8613,-2.1503,-2.3520,-1.6224
CAAZ,2019-12-01,95.8000,25.6871,116.4465,-1.7239,-2.1709,-1.5334
CAAZ,2020-01-01,218.8000,26.4645,128.4790,-0.5849,-1.7726,-1.0618
CAAZ,2020-02-01,35.4000,25.7966,100.3374,-0.6012,-2.0309,-1.1242
CAAZ,2020-03-01,39.7000,26.3452,142.1852,-1.1732,-2.2330,-1.5533
CAAZ,2020-04-01,61.6000,21.4033,87.8931,-2.1492,-2.0158,-1.7802
CAAZ,2020-05-01,112.9000,17.4065,57.3148,-1.1442,-1.3662,-2.2804
CAAZ,2020-06-01,133.8000,18.9500,69.5222,-0.0506,-0.9342,-1.9440
CAAZ,2020-07-01,89.1000,16.2484,48.8512,0.3253,-1.1856,-1.8875
CAAZ,2020-08-01,10.1000,19.6968,75.3812,-0.3798,-1.1874,-2.0216
CAAZ,2020-09-01,23.0000,21.4600,82.9596,-1.2325,-0.9732,-1.9977
CAAZ,2020-10-01,87.9000,24.4968,113.4357,-1.7619,-0.9694,-1.8873
CAAZ,2020-11-01,67.8000,24.8500,105.8239,-1.5343,-1.4497,-1.8157
CAAZ,2020-12-01,181.3000,25.9613,119.6562,-0.6451,-1.4637,-1.5740
CAAZ,2021-01-01,326.0000,25.9258,121.8876,0.6815,-0.6417,-1.2388
CAAZ,2021-02-01,61.9000,24.9821,89.2370,0.7357,-0.4640,-1.1278
CAAZ,2021-03-01,61.0000,24.3806,116.5915,0.1088,-0.4438,-0.9892
CAAZ,2021-04-01,123.1000,22.2467,97.0365,-1.0248,-0.2095,-0.8341
CAAZ,2021-05-01,37.5000,17.9968,62.4251,-1.0075,-0.1511,-1.0724
CAAZ,2021-06-01,37.7000,16.3700,47.7918,-0.6920,-0.4764,-1.2920
CAAZ,2021-07-01,43.1000,16.1452,48.0604,-0.9047,-1.5168,-1.4253
CAAZ,2021-08-01,12.2000,19.8452,76.8440,-1.1926,-1.7199,-1.4234
CAAZ,2021-09-01,85.5000,22.9933,98.9969,-1.2182,-1.4911,-1.2864
CAAZ,2021-10-01,127.6000,22.8419,94.8333,-0.9427,-1.4554,-1.1143
CAAZ,2021-11-01,141.3000,25.3767,111.6629,-0.3196,-1.1713,-0.9142
CAAZ,2021-12-01,25.7000,26.7032,128.6097,-0.9084,-1.6619,-1.4002
CAAZ,2022-01-01,105.0000,29.6613,172.0528,-1.6731,-2.0112,-2.1956
CAAZ,2022-02-01,82.0000,27.9321,118.7632,-2.2746,-1.8521,-2.2231
CAAZ,2022-03-01,270.2000,24.2968,115.5671,-0.3078,-0.9646,-1.6072
CAAZ,2022-04-01,206.3000,22.1800,96.2936,0.6823,-0.5916,-1.3602
CAAZ,2022-05-01,143.6000,16.4661,49.7166,1.3115,-0.2952,-1.0094
CAAZ,2022-06-01,43.4000,15.2833,40.0831,0.5759,0.1708,-0.9697
CAAZ,2022-07-01,41.2000,20.5452,89.0893,-0.3171,0.2519,-1.0967
CAAZ,2022-08-01,48.0000,17.6516,56.9296,-1.0006,0.3683,-0.9319
CAAZ,2022-09-01,132.7000,18.0133,52.9846,-0.4834,0.0510,-0.6555
CAAZ,2022-10-01,259.0000,20.2323,69.5076,0.8450,0.3873,-0.1889
CAAZ,2022-11-01,82.9000,22.8200,85.0755,0.8783,-0.0210,-0.2838
CAAZ,2022-12-01,80.7000,26.9323,131.4535,0.1954,-0.2606,-0.1281
CAAZ,2023-01-01,77.0000,27.1548,137.2370,-1.4511,-0.3165,-0.1078
CAAZ,2023-02-01,,,65.0868,-1.9854,-0.5756,-0.1923
CAAZ,2023-03-01,,25.7806,134.5130,-2.8366,-1.6601,-1.0513
CAAZ,2023-04-01,132.6000,20.8467,82.1573,-1.7480,-2.4699,-1.2273
CAAZ,2023-05-01,130.6000,18.7935,69.7493,-0.7886,-2.0902,-1.3247
CAAZ,2023-06-01,48.5000,18.0200,61.1163,-0.0207,-1.8709,-1.3717
CAAZ,2023-07-01,96.5000,18.4968,68.0794,-0.1507,-1.3874,-1.1465
CAAZ,2023-08-01,81.6000,20.4806,83.3040,-0.5401,-1.0615,-1.1252
CAAZ,2023-09-01,182.0000,22.9933,98.9969,0.0432,-0.0434,-1.1155
CAAZ,2023-10-01,365.6000,22.7871,94.2513,1.2846,0.8685,-0.8733
CAAZ,2023-11-01,378.2000,24.9467,106.8813,2.4232,1.6525,-0.0594
CAAZ,2023-12-01,363.8000,26.5129,126.2753,2.9893,2.5017,0.8063
CMEZA,2000-01-01,198.9000,25.0290,112.5873,,,
CMEZA,2000-02-01,120.3000,24.2103,86.8918,,,
CMEZA,2000-03-01,220.7000,22.7710,101.1787,0.2517,,
CMEZA,2000-04-01,192.7000,20.8267,86.5223,0.3504,,
CMEZA,2000-05-01,122.0000,16.0226,52.0717,0.5273,,
CMEZA,2000-06-01,162.0000,16.7033,55.9719,0.4626,0.4497,
CMEZA,2000-07-01,77.6000,11.4226,24.1076,0.2024,0.3248,
CMEZA,2000-08-01,50.3000,16.8194,55.8613,-0.1948,0.1744,
CMEZA,2000-09-01,126.9000,18.3767,60.6396,-0.4173,-0.0349,
CMEZA,2000-10-01,294.5000,22.4194,93.7945,0.3617,0.3336,
CMEZA,2000-11-01,195.4000,21.9200,80.0479,0.9255,0.5059,
CMEZA,2000-12-01,253.8000,24.5806,105.6076,1.2779,0.6631,0.7558
CMEZA,2001-01-01,254.3000,24.8742,110.9749,1.0334,0.9902,0.8991
CMEZA,2001-02-01,88.6000,24.8786,89.3768,0.5039,1.0074,0.8135
CMEZA,2001-03-01,100.9000,24.0774,115.1882,-0.3374,0.7151,0.4698
CMEZA,2001-04-01,216.7000,22.4133,102.6239,-0.5050,0.3909,0.4905
CMEZA,2001-05-01,87.9000,15.7323,49.9047,-0.2841,0.0922,0.4066
CMEZA,2001-06-01,70.4000,15.2800,45.5050,-0.0704,-0.4039,0.1896
CMEZA,2001-07-01,72.2000,15.9645,52.4946,-0.6017,-0.9292,0.0975
CMEZA,2001-08-01,75.7000,18.9968,74.1324,-0.8236,-0.9189,0.1170
CMEZA,2001-09-01,153.3000,18.0000,57.7895,-0.4025,-0.4514,0.1966
CMEZA,2001-10-01,62.9000,21.3129,83.3842,-0.6376,-1.0278,-0.4254
CMEZA,2001-11-01,259.9000,23.8133,97.0475,0.2449,-0.4918,-0.2877
CMEZA,2001-12-01,136.0000,24.2097,101.9397,-0.0733,-0.4537,-0.6226
CMEZA,2002-01-01,466.3000,24.2000,104.1082,1.6614,0.8728,0.0078
CMEZA,2002-02-01,68.3000,23.7464,80.2060,0.9345,0.8239,-0.0231
CMEZA,2002-03-01,271.4000,25.7452,134.5915,1.3725,0.9732,0.3867
CMEZA,2002-04-01,123.5000,22.5467,104.0486,-0.2476,1.1155,0.1324
CMEZA,2002-05-01,234.6000,19.3806,81.0378,0.5945,1.0826,0.4419
CMEZA,2002-06-01,149.9000,16.1067,51.4339,0.4110,1.3088,0.6332
